Trait,TraitDef,trait.name,trait,error/CI,TraitUnit,T,AmbientTempUnit,Location,Latitude,Longitude,Consumer,ConCommon,ConStage,Resource,ResCommon,ResStage,Virus,Citation,FigureTable,Notes
Reproductive Rate,Net Reproductive Rate at temperature x,rr,57.2,,,17,Celsius,"Canberra, Australia",35.2809 S,149.13 E,Hyperomyzus lactucae,Blackcurrant-Sowthistle Aphid,,Sonchus Oleruceus,Sowthistle Plant,Flower,,"Shu-sheng, Liu, and R. D. Hughes. 1987. ""The Influence Of Temperature And Photoperiod On The Development, Survival And Reproduction Of The Sowthistle Aphid, Hyperomyzus Lactucae"". Entomologia Experimentalis Et Applicata 43 (2): 31-38. doi:10.1111/j.1570-7458.1987.tb01043.x.",Table 1,
Reproductive Rate,Net Reproductive Rate at temperature x,rr,44.8,,,22,Celsius,"Canberra, Australia",35.2809 S,149.13 E,Hyperomyzus lactucae,Blackcurrant-Sowthistle Aphid,,Sonchus Oleruceus,Sowthistle Plant,Flower,,"Shu-sheng, Liu, and R. D. Hughes. 1987. ""The Influence Of Temperature And Photoperiod On The Development, Survival And Reproduction Of The Sowthistle Aphid, Hyperomyzus Lactucae"". Entomologia Experimentalis Et Applicata 43 (2): 31-38. doi:10.1111/j.1570-7458.1987.tb01043.x.",Table 1,
Reproductive Rate,Net Reproductive Rate at temperature x,rr,41.3,,,24,Celsius,"Canberra, Australia",35.2809 S,149.13 E,Hyperomyzus lactucae,Blackcurrant-Sowthistle Aphid,,Sonchus Oleruceus,Sowthistle Plant,Flower,,"Shu-sheng, Liu, and R. D. Hughes. 1987. ""The Influence Of Temperature And Photoperiod On The Development, Survival And Reproduction Of The Sowthistle Aphid, Hyperomyzus Lactucae"". Entomologia Experimentalis Et Applicata 43 (2): 31-38. doi:10.1111/j.1570-7458.1987.tb01043.x.",Table 1,
Reproductive Rate,Net Reproductive Rate at temperature x,rr,1.6,,,26,Celsius,"Canberra, Australia",35.2809 S,149.13 E,Hyperomyzus lactucae,Blackcurrant-Sowthistle Aphid,,Sonchus Oleruceus,Sowthistle Plant,Flower,,"Shu-sheng, Liu, and R. D. Hughes. 1987. ""The Influence Of Temperature And Photoperiod On The Development, Survival And Reproduction Of The Sowthistle Aphid, Hyperomyzus Lactucae"". Entomologia Experimentalis Et Applicata 43 (2): 31-38. doi:10.1111/j.1570-7458.1987.tb01043.x.",Table 1,
Reproductive Rate,Net Reproductive Rate at temperature x,rr,0,,,28,Celsius,"Canberra, Australia",35.2809 S,149.13 E,Hyperomyzus lactucae,Blackcurrant-Sowthistle Aphid,,Sonchus Oleruceus,Sowthistle Plant,Flower,,"Shu-sheng, Liu, and R. D. Hughes. 1987. ""The Influence Of Temperature And Photoperiod On The Development, Survival And Reproduction Of The Sowthistle Aphid, Hyperomyzus Lactucae"". Entomologia Experimentalis Et Applicata 43 (2): 31-38. doi:10.1111/j.1570-7458.1987.tb01043.x.",Table 1,
Intrinsic rate of increase,Number of aphids per aphid per day,iri,0.263,,,17,Celsius,"Canberra, Australia",35.2809 S,149.13 E,Hyperomyzus lactucae,Blackcurrant-Sowthistle Aphid,,Sonchus Oleruceus,Sowthistle Plant,Flower,,"Shu-sheng, Liu, and R. D. Hughes. 1987. ""The Influence Of Temperature And Photoperiod On The Development, Survival And Reproduction Of The Sowthistle Aphid, Hyperomyzus Lactucae"". Entomologia Experimentalis Et Applicata 43 (2): 31-38. doi:10.1111/j.1570-7458.1987.tb01043.x.",Table 1,
Intrinsic rate of increase,Number of aphids per aphid per day,iri,0.301,,,22,Celsius,"Canberra, Australia",35.2809 S,149.13 E,Hyperomyzus lactucae,Blackcurrant-Sowthistle Aphid,,Sonchus Oleruceus,Sowthistle Plant,Flower,,"Shu-sheng, Liu, and R. D. Hughes. 1987. ""The Influence Of Temperature And Photoperiod On The Development, Survival And Reproduction Of The Sowthistle Aphid, Hyperomyzus Lactucae"". Entomologia Experimentalis Et Applicata 43 (2): 31-38. doi:10.1111/j.1570-7458.1987.tb01043.x.",Table 1,
Intrinsic rate of increase,Number of aphids per aphid per day,iri,0.332,,,24,Celsius,"Canberra, Australia",35.2809 S,149.13 E,Hyperomyzus lactucae,Blackcurrant-Sowthistle Aphid,,Sonchus Oleruceus,Sowthistle Plant,Flower,,"Shu-sheng, Liu, and R. D. Hughes. 1987. ""The Influence Of Temperature And Photoperiod On The Development, Survival And Reproduction Of The Sowthistle Aphid, Hyperomyzus Lactucae"". Entomologia Experimentalis Et Applicata 43 (2): 31-38. doi:10.1111/j.1570-7458.1987.tb01043.x.",Table 1,
Intrinsic rate of increase,Number of aphids per aphid per day,iri,0.001,,,26,Celsius,"Canberra, Australia",35.2809 S,149.13 E,Hyperomyzus lactucae,Blackcurrant-Sowthistle Aphid,,Sonchus Oleruceus,Sowthistle Plant,Flower,,"Shu-sheng, Liu, and R. D. Hughes. 1987. ""The Influence Of Temperature And Photoperiod On The Development, Survival And Reproduction Of The Sowthistle Aphid, Hyperomyzus Lactucae"". Entomologia Experimentalis Et Applicata 43 (2): 31-38. doi:10.1111/j.1570-7458.1987.tb01043.x.",Table 1,
Generation time,Mean Generation Time at temperature x,gt,15.4,,Days,17,Celsius,"Canberra, Australia",35.2809 S,149.13 E,Hyperomyzus lactucae,Blackcurrant-Sowthistle Aphid,,Sonchus Oleruceus,Sowthistle Plant,Flower,,"Shu-sheng, Liu, and R. D. Hughes. 1987. ""The Influence Of Temperature And Photoperiod On The Development, Survival And Reproduction Of The Sowthistle Aphid, Hyperomyzus Lactucae"". Entomologia Experimentalis Et Applicata 43 (2): 31-38. doi:10.1111/j.1570-7458.1987.tb01043.x.",Table 1,
Generation time,Mean Generation Time at temperature x,gt,12.6,,Days,22,Celsius,"Canberra, Australia",35.2809 S,149.13 E,Hyperomyzus lactucae,Blackcurrant-Sowthistle Aphid,,Sonchus Oleruceus,Sowthistle Plant,Flower,,"Shu-sheng, Liu, and R. D. Hughes. 1987. ""The Influence Of Temperature And Photoperiod On The Development, Survival And Reproduction Of The Sowthistle Aphid, Hyperomyzus Lactucae"". Entomologia Experimentalis Et Applicata 43 (2): 31-38. doi:10.1111/j.1570-7458.1987.tb01043.x.",Table 1,
Generation time,Mean Generation Time at temperature x,gt,11.1,,Days,24,Celsius,"Canberra, Australia",35.2809 S,149.13 E,Hyperomyzus lactucae,Blackcurrant-Sowthistle Aphid,,Sonchus Oleruceus,Sowthistle Plant,Flower,,"Shu-sheng, Liu, and R. D. Hughes. 1987. ""The Influence Of Temperature And Photoperiod On The Development, Survival And Reproduction Of The Sowthistle Aphid, Hyperomyzus Lactucae"". Entomologia Experimentalis Et Applicata 43 (2): 31-38. doi:10.1111/j.1570-7458.1987.tb01043.x.",Table 1,
Generation time,Mean Generation Time at temperature x,gt,15.9,,Days,26,Celsius,"Canberra, Australia",35.2809 S,149.13 E,Hyperomyzus lactucae,Blackcurrant-Sowthistle Aphid,,Sonchus Oleruceus,Sowthistle Plant,Flower,,"Shu-sheng, Liu, and R. D. Hughes. 1987. ""The Influence Of Temperature And Photoperiod On The Development, Survival And Reproduction Of The Sowthistle Aphid, Hyperomyzus Lactucae"". Entomologia Experimentalis Et Applicata 43 (2): 31-38. doi:10.1111/j.1570-7458.1987.tb01043.x.",Table 1,
Development time,Mean time required to complete life stage at temperature x,adt,29.47,,Days,10,Celsius,,,,Erisoma lanigerum,Wooly Apple Aphid,Instar I,,Apple Trees,Twig,,"Asante, S. K., W. Danthanarayana, and H. Heatwole. 1991. ""Bionomics And Population Growth Statistics Of Apterous Virginoparae Of Woolly Apple Aphid, Eriosoma Lanigerum, At Constant Temperatures"". Entomologia Experimentalis Et Applicata 60 (3): 261-270. doi:10.1111/j.1570-7458.1991.tb01546.x.",Table 1,
Development time,Mean time required to complete life stage at temperature x,adt,16.67,,Days,13,Celsius,,,,Erisoma lanigerum,Wooly Apple Aphid,Instar I,,Apple Trees,Twig,,"Asante, S. K., W. Danthanarayana, and H. Heatwole. 1991. ""Bionomics And Population Growth Statistics Of Apterous Virginoparae Of Woolly Apple Aphid, Eriosoma Lanigerum, At Constant Temperatures"". Entomologia Experimentalis Et Applicata 60 (3): 261-270. doi:10.1111/j.1570-7458.1991.tb01546.x.",Table 1,
Development time,Mean time required to complete life stage at temperature x,adt,12.09,,Days,15,Celsius,,,,Erisoma lanigerum,Wooly Apple Aphid,Instar I,,Apple Trees,Twig,,"Asante, S. K., W. Danthanarayana, and H. Heatwole. 1991. ""Bionomics And Population Growth Statistics Of Apterous Virginoparae Of Woolly Apple Aphid, Eriosoma Lanigerum, At Constant Temperatures"". Entomologia Experimentalis Et Applicata 60 (3): 261-270. doi:10.1111/j.1570-7458.1991.tb01546.x.",Table 1,
Development time,Mean time required to complete life stage at temperature x,adt,7.65,,Days,20,Celsius,,,,Erisoma lanigerum,Wooly Apple Aphid,Instar I,,Apple Trees,Twig,,"Asante, S. K., W. Danthanarayana, and H. Heatwole. 1991. ""Bionomics And Population Growth Statistics Of Apterous Virginoparae Of Woolly Apple Aphid, Eriosoma Lanigerum, At Constant Temperatures"". Entomologia Experimentalis Et Applicata 60 (3): 261-270. doi:10.1111/j.1570-7458.1991.tb01546.x.",Table 1,
Development time,Mean time required to complete life stage at temperature x,adt,6.24,,Days,25,Celsius,,,,Erisoma lanigerum,Wooly Apple Aphid,Instar I,,Apple Trees,Twig,,"Asante, S. K., W. Danthanarayana, and H. Heatwole. 1991. ""Bionomics And Population Growth Statistics Of Apterous Virginoparae Of Woolly Apple Aphid, Eriosoma Lanigerum, At Constant Temperatures"". Entomologia Experimentalis Et Applicata 60 (3): 261-270. doi:10.1111/j.1570-7458.1991.tb01546.x.",Table 1,
Development time,Mean time required to complete life stage at temperature x,adt,5.19,,Days,30,Celsius,,,,Erisoma lanigerum,Wooly Apple Aphid,Instar I,,Apple Trees,Twig,,"Asante, S. K., W. Danthanarayana, and H. Heatwole. 1991. ""Bionomics And Population Growth Statistics Of Apterous Virginoparae Of Woolly Apple Aphid, Eriosoma Lanigerum, At Constant Temperatures"". Entomologia Experimentalis Et Applicata 60 (3): 261-270. doi:10.1111/j.1570-7458.1991.tb01546.x.",Table 1,
Development time,Mean time required to complete life stage at temperature x,adt,5.76,,Days,32,Celsius,,,,Erisoma lanigerum,Wooly Apple Aphid,Instar I,,Apple Trees,Twig,,"Asante, S. K., W. Danthanarayana, and H. Heatwole. 1991. ""Bionomics And Population Growth Statistics Of Apterous Virginoparae Of Woolly Apple Aphid, Eriosoma Lanigerum, At Constant Temperatures"". Entomologia Experimentalis Et Applicata 60 (3): 261-270. doi:10.1111/j.1570-7458.1991.tb01546.x.",Table 1,
Development time,Mean time required to complete life stage at temperature x,adt,11.47,,Days,10,Celsius,,,,Erisoma lanigerum,Wooly Apple Aphid,Instar II,,Apple Trees,Twig,,"Asante, S. K., W. Danthanarayana, and H. Heatwole. 1991. ""Bionomics And Population Growth Statistics Of Apterous Virginoparae Of Woolly Apple Aphid, Eriosoma Lanigerum, At Constant Temperatures"". Entomologia Experimentalis Et Applicata 60 (3): 261-270. doi:10.1111/j.1570-7458.1991.tb01546.x.",Table 1,
Development time,Mean time required to complete life stage at temperature x,adt,6.63,,Days,13,Celsius,,,,Erisoma lanigerum,Wooly Apple Aphid,Instar II,,Apple Trees,Twig,,"Asante, S. K., W. Danthanarayana, and H. Heatwole. 1991. ""Bionomics And Population Growth Statistics Of Apterous Virginoparae Of Woolly Apple Aphid, Eriosoma Lanigerum, At Constant Temperatures"". Entomologia Experimentalis Et Applicata 60 (3): 261-270. doi:10.1111/j.1570-7458.1991.tb01546.x.",Table 1,
Development time,Mean time required to complete life stage at temperature x,adt,4.81,,Days,15,Celsius,,,,Erisoma lanigerum,Wooly Apple Aphid,Instar II,,Apple Trees,Twig,,"Asante, S. K., W. Danthanarayana, and H. Heatwole. 1991. ""Bionomics And Population Growth Statistics Of Apterous Virginoparae Of Woolly Apple Aphid, Eriosoma Lanigerum, At Constant Temperatures"". Entomologia Experimentalis Et Applicata 60 (3): 261-270. doi:10.1111/j.1570-7458.1991.tb01546.x.",Table 1,
Development time,Mean time required to complete life stage at temperature x,adt,3.18,,Days,20,Celsius,,,,Erisoma lanigerum,Wooly Apple Aphid,Instar II,,Apple Trees,Twig,,"Asante, S. K., W. Danthanarayana, and H. Heatwole. 1991. ""Bionomics And Population Growth Statistics Of Apterous Virginoparae Of Woolly Apple Aphid, Eriosoma Lanigerum, At Constant Temperatures"". Entomologia Experimentalis Et Applicata 60 (3): 261-270. doi:10.1111/j.1570-7458.1991.tb01546.x.",Table 1,
Development time,Mean time required to complete life stage at temperature x,adt,2.74,,Days,25,Celsius,,,,Erisoma lanigerum,Wooly Apple Aphid,Instar II,,Apple Trees,Twig,,"Asante, S. K., W. Danthanarayana, and H. Heatwole. 1991. ""Bionomics And Population Growth Statistics Of Apterous Virginoparae Of Woolly Apple Aphid, Eriosoma Lanigerum, At Constant Temperatures"". Entomologia Experimentalis Et Applicata 60 (3): 261-270. doi:10.1111/j.1570-7458.1991.tb01546.x.",Table 1,
Development time,Mean time required to complete life stage at temperature x,adt,2.36,,Days,30,Celsius,,,,Erisoma lanigerum,Wooly Apple Aphid,Instar II,,Apple Trees,Twig,,"Asante, S. K., W. Danthanarayana, and H. Heatwole. 1991. ""Bionomics And Population Growth Statistics Of Apterous Virginoparae Of Woolly Apple Aphid, Eriosoma Lanigerum, At Constant Temperatures"". Entomologia Experimentalis Et Applicata 60 (3): 261-270. doi:10.1111/j.1570-7458.1991.tb01546.x.",Table 1,
Development time,Mean time required to complete life stage at temperature x,adt,3.1,,Days,32,Celsius,,,,Erisoma lanigerum,Wooly Apple Aphid,Instar II,,Apple Trees,Twig,,"Asante, S. K., W. Danthanarayana, and H. Heatwole. 1991. ""Bionomics And Population Growth Statistics Of Apterous Virginoparae Of Woolly Apple Aphid, Eriosoma Lanigerum, At Constant Temperatures"". Entomologia Experimentalis Et Applicata 60 (3): 261-270. doi:10.1111/j.1570-7458.1991.tb01546.x.",Table 1,
Development time,Mean time required to complete life stage at temperature x,adt,11.09,,Days,10,Celsius,,,,Erisoma lanigerum,Wooly Apple Aphid,Instar III,,Apple Trees,Twig,,"Asante, S. K., W. Danthanarayana, and H. Heatwole. 1991. ""Bionomics And Population Growth Statistics Of Apterous Virginoparae Of Woolly Apple Aphid, Eriosoma Lanigerum, At Constant Temperatures"". Entomologia Experimentalis Et Applicata 60 (3): 261-270. doi:10.1111/j.1570-7458.1991.tb01546.x.",Table 1,
Development time,Mean time required to complete life stage at temperature x,adt,6.12,,Days,13,Celsius,,,,Erisoma lanigerum,Wooly Apple Aphid,Instar III,,Apple Trees,Twig,,"Asante, S. K., W. Danthanarayana, and H. Heatwole. 1991. ""Bionomics And Population Growth Statistics Of Apterous Virginoparae Of Woolly Apple Aphid, Eriosoma Lanigerum, At Constant Temperatures"". Entomologia Experimentalis Et Applicata 60 (3): 261-270. doi:10.1111/j.1570-7458.1991.tb01546.x.",Table 1,
Development time,Mean time required to complete life stage at temperature x,adt,4.57,,Days,15,Celsius,,,,Erisoma lanigerum,Wooly Apple Aphid,Instar III,,Apple Trees,Twig,,"Asante, S. K., W. Danthanarayana, and H. Heatwole. 1991. ""Bionomics And Population Growth Statistics Of Apterous Virginoparae Of Woolly Apple Aphid, Eriosoma Lanigerum, At Constant Temperatures"". Entomologia Experimentalis Et Applicata 60 (3): 261-270. doi:10.1111/j.1570-7458.1991.tb01546.x.",Table 1,
Development time,Mean time required to complete life stage at temperature x,adt,2.95,,Days,20,Celsius,,,,Erisoma lanigerum,Wooly Apple Aphid,Instar III,,Apple Trees,Twig,,"Asante, S. K., W. Danthanarayana, and H. Heatwole. 1991. ""Bionomics And Population Growth Statistics Of Apterous Virginoparae Of Woolly Apple Aphid, Eriosoma Lanigerum, At Constant Temperatures"". Entomologia Experimentalis Et Applicata 60 (3): 261-270. doi:10.1111/j.1570-7458.1991.tb01546.x.",Table 1,
Development time,Mean time required to complete life stage at temperature x,adt,2.56,,Days,25,Celsius,,,,Erisoma lanigerum,Wooly Apple Aphid,Instar III,,Apple Trees,Twig,,"Asante, S. K., W. Danthanarayana, and H. Heatwole. 1991. ""Bionomics And Population Growth Statistics Of Apterous Virginoparae Of Woolly Apple Aphid, Eriosoma Lanigerum, At Constant Temperatures"". Entomologia Experimentalis Et Applicata 60 (3): 261-270. doi:10.1111/j.1570-7458.1991.tb01546.x.",Table 1,
Development time,Mean time required to complete life stage at temperature x,adt,2.33,,Days,30,Celsius,,,,Erisoma lanigerum,Wooly Apple Aphid,Instar III,,Apple Trees,Twig,,"Asante, S. K., W. Danthanarayana, and H. Heatwole. 1991. ""Bionomics And Population Growth Statistics Of Apterous Virginoparae Of Woolly Apple Aphid, Eriosoma Lanigerum, At Constant Temperatures"". Entomologia Experimentalis Et Applicata 60 (3): 261-270. doi:10.1111/j.1570-7458.1991.tb01546.x.",Table 1,
Development time,Mean time required to complete life stage at temperature x,adt,3.11,,Days,32,Celsius,,,,Erisoma lanigerum,Wooly Apple Aphid,Instar III,,Apple Trees,Twig,,"Asante, S. K., W. Danthanarayana, and H. Heatwole. 1991. ""Bionomics And Population Growth Statistics Of Apterous Virginoparae Of Woolly Apple Aphid, Eriosoma Lanigerum, At Constant Temperatures"". Entomologia Experimentalis Et Applicata 60 (3): 261-270. doi:10.1111/j.1570-7458.1991.tb01546.x.",Table 1,
Development time,Mean time required to complete life stage at temperature x,adt,11,,Days,10,Celsius,,,,Erisoma lanigerum,Wooly Apple Aphid,Instar IV,,Apple Trees,Twig,,"Asante, S. K., W. Danthanarayana, and H. Heatwole. 1991. ""Bionomics And Population Growth Statistics Of Apterous Virginoparae Of Woolly Apple Aphid, Eriosoma Lanigerum, At Constant Temperatures"". Entomologia Experimentalis Et Applicata 60 (3): 261-270. doi:10.1111/j.1570-7458.1991.tb01546.x.",Table 1,
Development time,Mean time required to complete life stage at temperature x,adt,6.43,,Days,13,Celsius,,,,Erisoma lanigerum,Wooly Apple Aphid,Instar IV,,Apple Trees,Twig,,"Asante, S. K., W. Danthanarayana, and H. Heatwole. 1991. ""Bionomics And Population Growth Statistics Of Apterous Virginoparae Of Woolly Apple Aphid, Eriosoma Lanigerum, At Constant Temperatures"". Entomologia Experimentalis Et Applicata 60 (3): 261-270. doi:10.1111/j.1570-7458.1991.tb01546.x.",Table 1,
Development time,Mean time required to complete life stage at temperature x,adt,5.17,,Days,15,Celsius,,,,Erisoma lanigerum,Wooly Apple Aphid,Instar IV,,Apple Trees,Twig,,"Asante, S. K., W. Danthanarayana, and H. Heatwole. 1991. ""Bionomics And Population Growth Statistics Of Apterous Virginoparae Of Woolly Apple Aphid, Eriosoma Lanigerum, At Constant Temperatures"". Entomologia Experimentalis Et Applicata 60 (3): 261-270. doi:10.1111/j.1570-7458.1991.tb01546.x.",Table 1,
Development time,Mean time required to complete life stage at temperature x,adt,3.15,,Days,20,Celsius,,,,Erisoma lanigerum,Wooly Apple Aphid,Instar IV,,Apple Trees,Twig,,"Asante, S. K., W. Danthanarayana, and H. Heatwole. 1991. ""Bionomics And Population Growth Statistics Of Apterous Virginoparae Of Woolly Apple Aphid, Eriosoma Lanigerum, At Constant Temperatures"". Entomologia Experimentalis Et Applicata 60 (3): 261-270. doi:10.1111/j.1570-7458.1991.tb01546.x.",Table 1,
Development time,Mean time required to complete life stage at temperature x,adt,2.84,,Days,25,Celsius,,,,Erisoma lanigerum,Wooly Apple Aphid,Instar IV,,Apple Trees,Twig,,"Asante, S. K., W. Danthanarayana, and H. Heatwole. 1991. ""Bionomics And Population Growth Statistics Of Apterous Virginoparae Of Woolly Apple Aphid, Eriosoma Lanigerum, At Constant Temperatures"". Entomologia Experimentalis Et Applicata 60 (3): 261-270. doi:10.1111/j.1570-7458.1991.tb01546.x.",Table 1,
Development time,Mean time required to complete life stage at temperature x,adt,2.56,,Days,30,Celsius,,,,Erisoma lanigerum,Wooly Apple Aphid,Instar IV,,Apple Trees,Twig,,"Asante, S. K., W. Danthanarayana, and H. Heatwole. 1991. ""Bionomics And Population Growth Statistics Of Apterous Virginoparae Of Woolly Apple Aphid, Eriosoma Lanigerum, At Constant Temperatures"". Entomologia Experimentalis Et Applicata 60 (3): 261-270. doi:10.1111/j.1570-7458.1991.tb01546.x.",Table 1,
Development time,Mean time required to complete life stage at temperature x,adt,5.59,,Days,32,Celsius,,,,Erisoma lanigerum,Wooly Apple Aphid,Instar IV,,Apple Trees,Twig,,"Asante, S. K., W. Danthanarayana, and H. Heatwole. 1991. ""Bionomics And Population Growth Statistics Of Apterous Virginoparae Of Woolly Apple Aphid, Eriosoma Lanigerum, At Constant Temperatures"". Entomologia Experimentalis Et Applicata 60 (3): 261-270. doi:10.1111/j.1570-7458.1991.tb01546.x.",Table 1,
Development time,Mean time from birth to adult at temperature x,adt,57.84,1.11,Days,10,Celsius,,,,Erisoma lanigerum,Wooly Apple Aphid,Adult,,Apple Trees,Twig,,"Asante, S. K., W. Danthanarayana, and H. Heatwole. 1991. ""Bionomics And Population Growth Statistics Of Apterous Virginoparae Of Woolly Apple Aphid, Eriosoma Lanigerum, At Constant Temperatures"". Entomologia Experimentalis Et Applicata 60 (3): 261-270. doi:10.1111/j.1570-7458.1991.tb01546.x.",Table 1,
Development time,Mean time from birth to adult at temperature x,adt,35.74,0.42,Days,13,Celsius,,,,Erisoma lanigerum,Wooly Apple Aphid,Adult,,Apple Trees,Twig,,"Asante, S. K., W. Danthanarayana, and H. Heatwole. 1991. ""Bionomics And Population Growth Statistics Of Apterous Virginoparae Of Woolly Apple Aphid, Eriosoma Lanigerum, At Constant Temperatures"". Entomologia Experimentalis Et Applicata 60 (3): 261-270. doi:10.1111/j.1570-7458.1991.tb01546.x.",Table 1,
Development time,Mean time from birth to adult at temperature x,adt,26.48,0.87,Days,15,Celsius,,,,Erisoma lanigerum,Wooly Apple Aphid,Adult,,Apple Trees,Twig,,"Asante, S. K., W. Danthanarayana, and H. Heatwole. 1991. ""Bionomics And Population Growth Statistics Of Apterous Virginoparae Of Woolly Apple Aphid, Eriosoma Lanigerum, At Constant Temperatures"". Entomologia Experimentalis Et Applicata 60 (3): 261-270. doi:10.1111/j.1570-7458.1991.tb01546.x.",Table 1,
Development time,Mean time from birth to adult at temperature x,adt,16.85,0.25,Days,20,Celsius,,,,Erisoma lanigerum,Wooly Apple Aphid,Adult,,Apple Trees,Twig,,"Asante, S. K., W. Danthanarayana, and H. Heatwole. 1991. ""Bionomics And Population Growth Statistics Of Apterous Virginoparae Of Woolly Apple Aphid, Eriosoma Lanigerum, At Constant Temperatures"". Entomologia Experimentalis Et Applicata 60 (3): 261-270. doi:10.1111/j.1570-7458.1991.tb01546.x.",Table 1,
Development time,Mean time from birth to adult at temperature x,adt,13.91,0.29,Days,25,Celsius,,,,Erisoma lanigerum,Wooly Apple Aphid,Adult,,Apple Trees,Twig,,"Asante, S. K., W. Danthanarayana, and H. Heatwole. 1991. ""Bionomics And Population Growth Statistics Of Apterous Virginoparae Of Woolly Apple Aphid, Eriosoma Lanigerum, At Constant Temperatures"". Entomologia Experimentalis Et Applicata 60 (3): 261-270. doi:10.1111/j.1570-7458.1991.tb01546.x.",Table 1,
Development time,Mean time from birth to adult at temperature x,adt,11.65,0.25,Days,30,Celsius,,,,Erisoma lanigerum,Wooly Apple Aphid,Adult,,Apple Trees,Twig,,"Asante, S. K., W. Danthanarayana, and H. Heatwole. 1991. ""Bionomics And Population Growth Statistics Of Apterous Virginoparae Of Woolly Apple Aphid, Eriosoma Lanigerum, At Constant Temperatures"". Entomologia Experimentalis Et Applicata 60 (3): 261-270. doi:10.1111/j.1570-7458.1991.tb01546.x.",Table 1,
Development time,Mean time from birth to adult at temperature x,adt,16.83,1.24,Days,32,Celsius,,,,Erisoma lanigerum,Wooly Apple Aphid,Adult,,Apple Trees,Twig,,"Asante, S. K., W. Danthanarayana, and H. Heatwole. 1991. ""Bionomics And Population Growth Statistics Of Apterous Virginoparae Of Woolly Apple Aphid, Eriosoma Lanigerum, At Constant Temperatures"". Entomologia Experimentalis Et Applicata 60 (3): 261-270. doi:10.1111/j.1570-7458.1991.tb01546.x.",Table 1,
Development rate,1/development time,adr,0.017,,,10,Celsius,,,,Erisoma lanigerum,Wooly Apple Aphid,Adult,,Apple Trees,Twig,,"Asante, S. K., W. Danthanarayana, and H. Heatwole. 1991. ""Bionomics And Population Growth Statistics Of Apterous Virginoparae Of Woolly Apple Aphid, Eriosoma Lanigerum, At Constant Temperatures"". Entomologia Experimentalis Et Applicata 60 (3): 261-270. doi:10.1111/j.1570-7458.1991.tb01546.x.",Table 1,
